# mesh_dimension, injection_load, RA_index, VC_index, size_of_flit, size_of_packet_in_bits, total_received_packets, total_received_flits, received_flits_ratio, average_wireless_utilization, global_average_delay, max_delay, network_throughput, average_IP_throughput, total_energy, dynamic_energy, static_energy
8,0.01,0,4,32,2048,179,1.142E+04,0.9391,0,19.36,143,0.601,0.009391,3.607E-05,2.36E-07,3.583E-05
8,0.02,0,4,32,2048,384,2.46E+04,1.011,0,31.35,387,1.295,0.02023,3.631E-05,4.726E-07,3.583E-05
8,0.03,0,4,32,2048,567,3.637E+04,0.997,0,37.5,465,1.914,0.02991,3.657E-05,7.357E-07,3.583E-05
8,0.04,0,4,32,2048,768,4.918E+04,1.011,0,67.31,827,2.588,0.04044,3.683E-05,9.914E-07,3.583E-05
8,0.05,0,4,32,2048,965,6.173E+04,1.015,0,106,1475,3.249,0.05077,3.706E-05,1.222E-06,3.583E-05
8,0.06,0,4,32,2048,1102,7.045E+04,0.9655,0,230.1,3547,3.708,0.05793,3.723E-05,1.394E-06,3.583E-05
8,0.07,0,4,32,2048,1256,7.998E+04,0.9396,0,753,8249,4.209,0.06577,3.744E-05,1.602E-06,3.583E-05
8,0.08,0,4,32,2048,1394,8.912E+04,0.9162,0,1349,6974,4.691,0.07329,3.761E-05,1.779E-06,3.583E-05
8,0.09,0,4,32,2048,1410,9.028E+04,0.8249,0,1946,1.272E+04,4.752,0.07424,3.763E-05,1.791E-06,3.583E-05
8,0.1,0,4,32,2048,1459,9.323E+04,0.7667,0,2367,1.424E+04,4.907,0.07667,3.767E-05,1.837E-06,3.583E-05
8,0.11,0,4,32,2048,1369,8.747E+04,0.6539,0,3446,1.331E+04,4.604,0.07193,3.761E-05,1.772E-06,3.583E-05
8,0.12,0,4,32,2048,1464,9.354E+04,0.641,0,3203,1.393E+04,4.923,0.07692,3.776E-05,1.921E-06,3.583E-05
8,0.13,0,4,32,2048,1431,9.173E+04,0.5803,0,4016,1.357E+04,4.828,0.07544,3.767E-05,1.839E-06,3.583E-05
8,0.14,0,4,32,2048,1458,9.311E+04,0.5469,0,4095,1.595E+04,4.901,0.07657,3.771E-05,1.875E-06,3.583E-05
8,0.15,0,4,32,2048,1436,9.216E+04,0.5053,0,4168,1.676E+04,4.851,0.07579,3.771E-05,1.878E-06,3.583E-05
8,0.16,0,4,32,2048,1519,9.693E+04,0.4982,0,4799,1.382E+04,5.101,0.07971,3.778E-05,1.949E-06,3.583E-05
8,0.17,0,4,32,2048,1409,9.058E+04,0.4382,0,5406,1.592E+04,4.768,0.07449,3.768E-05,1.85E-06,3.583E-05
8,0.18,0,4,32,2048,1474,9.439E+04,0.4312,0,5642,1.451E+04,4.968,0.07762,3.775E-05,1.918E-06,3.583E-05
8,0.19,0,4,32,2048,1465,9.39E+04,0.4064,0,5588,1.763E+04,4.942,0.07722,3.772E-05,1.886E-06,3.583E-05
8,0.2,0,4,32,2048,1414,9.035E+04,0.3715,0,5971,1.748E+04,4.755,0.0743,3.764E-05,1.805E-06,3.583E-05
8,0.21,0,4,32,2048,1451,9.313E+04,0.3647,0,6208,1.644E+04,4.902,0.07659,3.772E-05,1.885E-06,3.583E-05
8,0.22,0,4,32,2048,1440,9.2E+04,0.3439,0,6431,1.76E+04,4.842,0.07566,3.767E-05,1.84E-06,3.583E-05
8,0.23,0,4,32,2048,1434,9.183E+04,0.3284,0,6433,1.656E+04,4.833,0.07552,3.768E-05,1.844E-06,3.583E-05
8,0.24,0,4,32,2048,1419,9.102E+04,0.3119,0,6593,1.591E+04,4.791,0.07486,3.772E-05,1.882E-06,3.583E-05
8,0.25,0,4,32,2048,1380,8.858E+04,0.2914,0,6948,1.878E+04,4.662,0.07284,3.766E-05,1.821E-06,3.583E-05
8,0.26,0,4,32,2048,1418,9.08E+04,0.2872,0,7207,1.907E+04,4.779,0.07467,3.765E-05,1.821E-06,3.583E-05
8,0.27,0,4,32,2048,1489,9.524E+04,0.2901,0,6941,1.658E+04,5.013,0.07833,3.776E-05,1.923E-06,3.583E-05
8,0.28,0,4,32,2048,1425,9.135E+04,0.2683,0,7272,1.817E+04,4.808,0.07513,3.767E-05,1.838E-06,3.583E-05
8,0.29,0,4,32,2048,1462,9.393E+04,0.2664,0,6936,1.724E+04,4.944,0.07725,3.776E-05,1.926E-06,3.583E-05
8,0.3,0,4,32,2048,1464,9.398E+04,0.2576,0,7485,1.763E+04,4.946,0.07729,3.775E-05,1.92E-06,3.583E-05
8,0.31,0,4,32,2048,1467,9.398E+04,0.2493,0,7364,1.745E+04,4.946,0.07729,3.773E-05,1.898E-06,3.583E-05
8,0.32,0,4,32,2048,1449,9.281E+04,0.2385,0,7445,1.775E+04,4.885,0.07632,3.765E-05,1.816E-06,3.583E-05
8,0.33,0,4,32,2048,1458,9.318E+04,0.2322,0,7499,1.705E+04,4.904,0.07663,3.776E-05,1.922E-06,3.583E-05
8,0.34,0,4,32,2048,1374,8.807E+04,0.213,0,7777,1.806E+04,4.635,0.07243,3.762E-05,1.785E-06,3.583E-05
8,0.35,0,4,32,2048,1456,9.328E+04,0.2192,0,7836,1.763E+04,4.91,0.07671,3.771E-05,1.878E-06,3.583E-05
8,0.36,0,4,32,2048,1478,9.447E+04,0.2158,0,7715,1.843E+04,4.972,0.07769,3.776E-05,1.922E-06,3.583E-05
8,0.37,0,4,32,2048,1452,9.274E+04,0.2061,0,7965,1.816E+04,4.881,0.07627,3.769E-05,1.858E-06,3.583E-05
8,0.38,0,4,32,2048,1418,9.082E+04,0.1966,0,8266,1.779E+04,4.78,0.07469,3.77E-05,1.864E-06,3.583E-05
8,0.39,0,4,32,2048,1400,8.984E+04,0.1894,0,8135,1.815E+04,4.728,0.07388,3.768E-05,1.85E-06,3.583E-05
8,0.4,0,4,32,2048,1397,8.982E+04,0.1847,0,8060,1.812E+04,4.727,0.07386,3.77E-05,1.865E-06,3.583E-05
8,0.41,0,4,32,2048,1415,9.067E+04,0.1819,0,8137,1.804E+04,4.772,0.07456,3.769E-05,1.855E-06,3.583E-05
8,0.42,0,4,32,2048,1431,9.184E+04,0.1798,0,8188,1.812E+04,4.834,0.07553,3.769E-05,1.858E-06,3.583E-05
8,0.43,0,4,32,2048,1453,9.318E+04,0.1782,0,8410,1.798E+04,4.904,0.07663,3.773E-05,1.891E-06,3.583E-05
8,0.44,0,4,32,2048,1465,9.358E+04,0.1749,0,8528,1.847E+04,4.925,0.07695,3.772E-05,1.883E-06,3.583E-05
8,0.45,0,4,32,2048,1445,9.225E+04,0.1686,0,8536,1.873E+04,4.855,0.07586,3.773E-05,1.897E-06,3.583E-05
8,0.46,0,4,32,2048,1414,9.074E+04,0.1622,0,8495,1.859E+04,4.776,0.07462,3.771E-05,1.877E-06,3.583E-05
8,0.47,0,4,32,2048,1477,9.437E+04,0.1651,0,8376,1.825E+04,4.967,0.07761,3.776E-05,1.928E-06,3.583E-05
8,0.48,0,4,32,2048,1440,9.246E+04,0.1584,0,8447,1.841E+04,4.866,0.07604,3.774E-05,1.909E-06,3.583E-05
8,0.49,0,4,32,2048,1453,9.254E+04,0.1553,0,8640,1.807E+04,4.871,0.0761,3.774E-05,1.905E-06,3.583E-05
8,0.5,0,4,32,2048,1402,8.981E+04,0.1477,0,8563,1.823E+04,4.727,0.07386,3.767E-05,1.832E-06,3.583E-05
8,0.51,0,4,32,2048,1432,9.22E+04,0.1487,0,8656,1.893E+04,4.853,0.07582,3.774E-05,1.906E-06,3.583E-05
8,0.52,0,4,32,2048,1399,8.956E+04,0.1416,0,8909,1.818E+04,4.714,0.07365,3.764E-05,1.807E-06,3.583E-05
8,0.53,0,4,32,2048,1408,9.01E+04,0.1398,0,8839,1.802E+04,4.742,0.07409,3.769E-05,1.854E-06,3.583E-05
8,0.54,0,4,32,2048,1504,9.613E+04,0.1464,0,8734,1.777E+04,5.059,0.07905,3.781E-05,1.978E-06,3.583E-05
8,0.55,0,4,32,2048,1391,8.885E+04,0.1328,0,8896,1.848E+04,4.676,0.07307,3.765E-05,1.821E-06,3.583E-05
8,0.56,0,4,32,2048,1398,8.996E+04,0.1321,0,8601,1.836E+04,4.734,0.07398,3.767E-05,1.835E-06,3.583E-05
8,0.57,0,4,32,2048,1435,9.197E+04,0.1327,0,8789,1.881E+04,4.841,0.07564,3.771E-05,1.877E-06,3.583E-05
8,0.58,0,4,32,2048,1463,9.363E+04,0.1328,0,8929,1.903E+04,4.928,0.077,3.772E-05,1.886E-06,3.583E-05
8,0.59,0,4,32,2048,1479,9.474E+04,0.1321,0,8682,1.83E+04,4.986,0.07791,3.777E-05,1.932E-06,3.583E-05
8,0.6,0,4,32,2048,1348,8.636E+04,0.1184,0,9155,1.887E+04,4.545,0.07102,3.755E-05,1.716E-06,3.583E-05
8,0.61,0,4,32,2048,1421,9.099E+04,0.1227,0,9094,1.864E+04,4.789,0.07483,3.77E-05,1.87E-06,3.583E-05
8,0.62,0,4,32,2048,1418,9.074E+04,0.1204,0,9127,1.91E+04,4.776,0.07462,3.77E-05,1.866E-06,3.583E-05
8,0.63,0,4,32,2048,1393,8.926E+04,0.1165,0,9027,1.931E+04,4.698,0.0734,3.768E-05,1.841E-06,3.583E-05
8,0.64,0,4,32,2048,1479,9.467E+04,0.1216,0,9169,1.821E+04,4.983,0.07785,3.78E-05,1.965E-06,3.583E-05
8,0.65,0,4,32,2048,1429,9.148E+04,0.1157,0,9154,1.874E+04,4.815,0.07523,3.773E-05,1.899E-06,3.583E-05
8,0.66,0,4,32,2048,1463,9.385E+04,0.1169,0,9178,1.874E+04,4.939,0.07718,3.769E-05,1.859E-06,3.583E-05
8,0.67,0,4,32,2048,1383,8.861E+04,0.1088,0,9026,1.937E+04,4.664,0.07287,3.763E-05,1.797E-06,3.583E-05
8,0.68,0,4,32,2048,1381,8.898E+04,0.1076,0,8738,1.86E+04,4.683,0.07318,3.764E-05,1.808E-06,3.583E-05
8,0.69,0,4,32,2048,1391,8.883E+04,0.1059,0,9143,1.899E+04,4.675,0.07305,3.767E-05,1.836E-06,3.583E-05
8,0.7,0,4,32,2048,1326,8.519E+04,0.1001,0,8835,1.898E+04,4.484,0.07006,3.756E-05,1.725E-06,3.583E-05
8,0.71,0,4,32,2048,1437,9.197E+04,0.1065,0,9236,1.863E+04,4.841,0.07564,3.773E-05,1.899E-06,3.583E-05
8,0.72,0,4,32,2048,1392,8.908E+04,0.1017,0,9344,1.89E+04,4.689,0.07326,3.764E-05,1.807E-06,3.583E-05
8,0.73,0,4,32,2048,1461,9.385E+04,0.1057,0,8999,1.863E+04,4.939,0.07718,3.773E-05,1.894E-06,3.583E-05
8,0.74,0,4,32,2048,1461,9.377E+04,0.1042,0,8968,1.886E+04,4.935,0.07711,3.772E-05,1.884E-06,3.583E-05
8,0.75,0,4,32,2048,1464,9.391E+04,0.103,0,9207,1.886E+04,4.943,0.07723,3.778E-05,1.947E-06,3.583E-05
8,0.76,0,4,32,2048,1328,8.571E+04,0.09274,0,9147,1.875E+04,4.511,0.07048,3.757E-05,1.738E-06,3.583E-05
8,0.77,0,4,32,2048,1379,8.839E+04,0.0944,0,9213,1.897E+04,4.652,0.07269,3.768E-05,1.845E-06,3.583E-05
8,0.78,0,4,32,2048,1440,9.228E+04,0.09729,0,9212,1.892E+04,4.857,0.07589,3.774E-05,1.91E-06,3.583E-05
8,0.79,0,4,32,2048,1369,8.79E+04,0.0915,0,9044,1.903E+04,4.626,0.07229,3.762E-05,1.789E-06,3.583E-05
8,0.8,0,4,32,2048,1368,8.757E+04,0.09002,0,9450,1.925E+04,4.609,0.07202,3.761E-05,1.781E-06,3.583E-05
8,0.81,0,4,32,2048,1394,8.954E+04,0.0909,0,9360,1.876E+04,4.712,0.07363,3.769E-05,1.861E-06,3.583E-05
8,0.82,0,4,32,2048,1476,9.460E+04,0.09488,0,9455,1.922E+04,4.979,0.0778,3.772E-05,1.885E-06,3.583E-05
8,0.83,0,4,32,2048,1485,9.505E+04,0.09418,0,9317,1.9E+04,5.003,0.07817,3.778E-05,1.946E-06,3.583E-05
8,0.84,0,4,32,2048,1548,9.89E+04,0.09683,0,9307,1.904E+04,5.205,0.08133,3.784E-05,2.005E-06,3.583E-05
8,0.85,0,4,32,2048,1497,9.61E+04,0.09298,0,9300,1.918E+04,5.058,0.07903,3.779E-05,1.958E-06,3.583E-05
8,0.86,0,4,32,2048,1413,9.05E+04,0.08654,0,9466,1.886E+04,4.763,0.07442,3.77E-05,1.862E-06,3.583E-05
8,0.87,0,4,32,2048,1462,9.366E+04,0.08853,0,9504,1.894E+04,4.93,0.07702,3.771E-05,1.872E-06,3.583E-05
8,0.88,0,4,32,2048,1360,8.721E+04,0.0815,0,9648,1.919E+04,4.59,0.07172,3.758E-05,1.744E-06,3.583E-05
8,0.89,0,4,32,2048,1421,9.106E+04,0.08414,0,9403,1.91E+04,4.792,0.07488,3.768E-05,1.848E-06,3.583E-05
8,0.9,0,4,32,2048,1421,9.125E+04,0.08338,0,9642,1.888E+04,4.803,0.07504,3.771E-05,1.877E-06,3.583E-05
8,0.91,0,4,32,2048,1397,8.924E+04,0.08065,0,9426,1.883E+04,4.697,0.07339,3.771E-05,1.874E-06,3.583E-05
8,0.92,0,4,32,2048,1440,9.254E+04,0.08272,0,9215,1.905E+04,4.871,0.0761,3.774E-05,1.91E-06,3.583E-05
8,0.93,0,4,32,2048,1410,9.023E+04,0.07979,0,9635,1.938E+04,4.749,0.0742,3.765E-05,1.813E-06,3.583E-05
8,0.94,0,4,32,2048,1467,9.385E+04,0.0821,0,9647,1.935E+04,4.939,0.07718,3.775E-05,1.916E-06,3.583E-05
8,0.95,0,4,32,2048,1428,9.168E+04,0.07936,0,9618,1.902E+04,4.825,0.07539,3.769E-05,1.859E-06,3.583E-05
8,0.96,0,4,32,2048,1455,9.303E+04,0.07969,0,9509,1.876E+04,4.896,0.0765,3.777E-05,1.936E-06,3.583E-05
8,0.97,0,4,32,2048,1370,8.786E+04,0.07449,0,9719,1.936E+04,4.624,0.07225,3.767E-05,1.837E-06,3.583E-05
8,0.98,0,4,32,2048,1378,8.859E+04,0.07434,0,9430,1.891E+04,4.663,0.07286,3.765E-05,1.819E-06,3.583E-05
8,0.99,0,4,32,2048,1490,9.529E+04,0.07915,0,9645,1.89E+04,5.015,0.07836,3.775E-05,1.92E-06,3.583E-05
